,neighbor_num,isite,atom,x,y,z,front_index
0,0,29,Si1,0.0,0.0,0.0,
1,1,99,O1,-0.8100648491043025,1.2393293586159535,-0.6335749087176084,0.0
2,1,91,O1,1.5634842155748834,5.551115123125783e-17,-0.38808292847348136,0.0
3,1,92,O1,-2.220446049250313e-16,5.551115123125783e-17,1.6109286923152004,0.0
4,1,101,O1,-0.6576359897139927,-1.3777929642895304,-0.5143559341121444,0.0
5,2,35,Si1,-1.2660102118827536,2.7440572701263477,-0.9901828295797308,1.0
6,2,21,Si1,2.7968396460727476,0.33135558970844126,-1.3637144520989226,2.0
7,2,22,Si1,-0.6497744469278868,0.33135558970844137,3.042995609728572,3.0
8,2,28,Si1,-0.6349366544703585,-2.9885474822521614,-0.49660213419002885,4.0
9,3,104,O1,-1.1640915559204805,2.9872535364085184,-2.584045250301089,5.0
10,3,98,O1,-0.2758871852115161,3.753620038264623,-0.21577926554894655,5.0
11,3,107,O1,-2.7883779354343874,2.9872535364085184,-0.50729428870396,5.0
12,3,79,O1,3.9009899515745885,-0.834914280458366,-1.3950872735840407,6.0
13,3,75,O1,2.120591975867334,0.3712171019753425,-2.816226231259007,6.0
14,3,85,O1,3.481379150309089,1.7347196599652694,-0.985829536788151,6.0
15,3,86,O1,-0.11810895488108764,1.734719659965269,3.6163394390720125,7.0
16,3,80,O1,-0.4142264834120897,-0.8349142804583651,4.122184799792719,7.0
17,3,72,O1,-2.2224197340628984,0.37121710197534324,2.73658382648733,7.0
18,3,98,O1,-1.826025501789539,-3.5426384633275694,-1.4281868197238219,8.0
19,3,93,O1,-0.7409661153242952,-3.4876115637610674,1.0313978814196094,8.0
20,3,90,O1,0.8225181002505886,-3.4876115637610674,-0.9676137393690714,8.0
21,4,30,Si1,-0.29122294813690536,3.026242917776402,-3.934699717853571,9.0
22,4,28,Si1,0.9152016621076653,4.307711019340029,0.7158054199848467,10.0
23,4,33,Si1,-3.8889738486431105,3.026242917776402,0.6652481339834957,11.0
24,4,32,Si1,4.532406899871572,-2.2838087138257177,-1.6977527446644445,12.0
25,4,25,Si1,1.4443443056619203,0.4110786142422441,-4.268738010419093,13.0
26,4,20,Si1,3.4351866048395765,3.3359548406641064,-0.8644450212897095,14.0
27,4,23,Si1,-0.011427488161055877,3.3359548406641055,3.542265040537786,15.0
28,4,31,Si1,-0.5558656194826903,-2.2838087138257173,4.807919518991165,16.0
29,4,18,Si1,-3.7950650211979133,0.4110786142422442,2.4301720432460887,17.0
30,4,35,Si1,-2.816148528460776,-4.552201231465844,-2.2025903837546053,18.0
31,4,23,Si1,-1.5615658047390795,-3.9603036609280866,2.3298574863629105,19.0
32,4,20,Si1,1.8850482882615542,-3.960303660928086,-2.076852575464584,20.0
