,1,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,6.066663254163129,0.0,2.779073800053019,5.708882035409648,4.382826849276055,5.755980085396521,4.626023630124041,5.6850636373971,1.537698262122287,3.049791414524617,2.891847755454377,4.6264832220270575,2.779073800053019,4.555409781823897,4.382826849276055,2.781814355317949,3.2725137694785373,0.5686029611303629,1.537698262122287,3.0463519057872146,4.720439831147398e-32,3.403377053639475,3.23774944129876,1.3856665394290628,6.58043638311154,5.755980085396521,5.568752771722743,6.714955937639793,5.406439512657633,6.466535646613491,6.929483002528745,6.066663254163129
1,0.0,6.066663254163129,3.752856240000384,3.234322943764396,4.419603548756467,3.128155304377822,4.489896776649915,3.278263382242272,4.526982688203242,4.5144256901491575,4.222053306660234,4.671568714644086,4.232267181216261,4.643985852679261,4.945626241013785,4.810915051881206,1.6580871639843466,3.278263382242272,3.4888750942037765,1.7208392278686129,3.9523252512975047,5.834706744079187e-32,1.3162292405961022,3.234322943764396,4.676734948897143,4.787461853046596,4.489896776649915,3.6493461051574463,4.526982688203242,4.6434605752724645,4.23215885056394,4.372968556513499
2,3.752856240000384,2.779073800053019,0.0,5.380912906720241,2.845838732328753,4.426383639915187,4.546355360562922,6.340825816887532,3.1695190909036137,4.648478367232322,0.8247065219601593,2.5222847017792107,7.140371766743156,5.669093832681419,2.301605480982867,4.144009669846685,1.0723182970803022,3.3293776708672858,4.641784634743222,4.661199612172603,3.411249895283805,1.7183796482824478,2.5932029973685275e-32,3.343267290981605,6.2029991690023065,4.426383639915187,4.869873542972816,5.519943436920373,5.035286903295929,6.283069344360392,6.915139371869449,4.691753323588064
3,3.234322943764396,5.708882035409648,5.380912906720241,0.0,4.002239775033956,1.3167616445556836,2.8795887433492777,2.845086027326268,3.1513648152888614,5.6092550916624,4.553076772179038,4.816782789666292,4.887419059934428,5.859895054000186,4.873112010035373,5.735228172108417,6.040852263462484,5.9397720685334505,1.332162185351777,5.4909312808363655,5.708882035409648,3.234322943764396,5.380912906720241,6.01897018929304,4.815662041083916,3.68721896960238,5.3978084932674815,6.878490926339551,3.574676482087831,5.137468123161752,4.903449202637868,5.4093885538465605
4,4.419603548756467,4.382826849276055,2.845838732328753,4.002239775033956,0.0,4.586280599669028,3.119473358022427,3.6400878169337423,5.02681779521668,5.392325556246226,3.776719838307917,4.455494263225981,4.604027626482234,4.461842901301555,4.629713723320497,6.076788900966926,2.872783788458156,4.83933402857835,4.653733018142866,2.7578304570103187,4.382826849276055,4.419603548756467,2.845838732328753,5.993706552800453,6.0753081682431125,4.918839869303711,5.238507625995484,1.8961047725492075,4.871195815695555,4.674679233619128,2.1584657539537515,4.037095276931497
5,3.128155304377822,5.755980085396521,4.426383639915187,1.3167616445556836,4.586280599669028,0.0,5.521837263798541,3.3088650973008304,5.020644978439877,4.765197184761808,5.256396070515415,3.677115619273167,4.564559909833014,3.876121001891033,4.13383768481603,4.80522772244893,4.120329709403022,6.060467080028035,4.89254328036732,5.848688535287593,5.755980085396521,3.128155304377822,4.426383639915187,4.286467144135811,4.108192438615355,3.72880395459976,1.2137828164421538,4.786341728410089,4.27211030192727,5.168988866181548,5.007842561727965,4.415873200496508
6,4.489896776649915,4.626023630124041,4.546355360562922,2.8795887433492777,3.119473358022427,5.521837263798541,0.0,4.939994702898315,1.496061601374139,5.136184569862094,3.942595562522099,2.765330228287523,4.689024824273083,3.6001411665719325,2.8425543583754176,4.645849033499966,4.393611024631707,3.052948569788081,3.805463504039545,1.0462866741762311,4.626023630124041,4.489896776649915,4.546355360562922,2.835364465563811,3.437629834381372,4.408285877866001,7.356586141754342e-32,4.769939255099213,4.742495294453984,5.988687430385042,4.967230361319585,5.264873411221647
7,3.278263382242272,5.6850636373971,6.340825816887532,2.845086027326268,3.6400878169337423,3.3088650973008304,4.939994702898315,0.0,4.4022808362415615,1.5479825414243695,3.248351528054427,4.473601950415342,4.850360447983682,5.226169189035411,4.665374548312865,6.00049115333465,5.551625759994153,5.24312322043327,5.233164680398144,6.038589178662793,5.6850636373971,3.278263382242272,6.340825816887532,6.426643529778713,5.900483424452497,4.991155963520104,4.939994702898315,7.654786566603236e-32,5.410104483370026,4.979518633785301,1.1882869855212692,5.684407269388033
8,4.526982688203242,1.537698262122287,3.1695190909036137,3.1513648152888614,5.02681779521668,5.020644978439877,1.496061601374139,4.4022808362415615,0.0,4.873271896823694,4.839144155903031,1.3386399689553146,5.883336719576161,6.76779108896962,0.8733515172312162,3.6339114319055503,3.783787944063327,6.531572203712678,8.146242090650938e-32,5.352729565956978,1.537698262122287,4.526982688203242,3.1695190909036137,6.004883323494667,4.118488371581655,4.149937381474183,1.496061601374139,4.4022808362415615,3.72119423376378,3.848781634916373,4.664775837441866,1.0553459352447132
