,neighbor_num,isite,atom,x,y,z,front_index
0,0,12,Si1,0.0,0.0,0.0,
1,1,47,O1,-0.5412103724118497,-1.4123295596305172,-0.549550158594813,0.0
2,1,46,O1,0.0,0.0,1.6092199442661312,0.0
3,1,68,O1,-0.9055806960118304,1.205163033009994,-0.5614204626746717,0.0
4,1,66,O1,1.5578751464455047,-4.930380657631324e-32,-0.3905641397671558,0.0
5,2,7,Si1,-1.3398314883025606,-2.8060530113957447,-0.5420126271850136,1.0
6,2,6,Si1,-0.4271596389543668,-0.4243665235096487,3.098436267605146,2.0
7,2,17,Si1,-2.3395775672682815,1.9393220522004522,-0.682220960697271,3.0
8,2,32,Si1,3.1157502928910095,-9.860761315262648e-32,-0.7811282795343116,4.0
9,3,51,O1,-1.39687397971006,-3.421915723635268,-2.0246728477394007,5.0
10,3,39,O1,-2.8046309470125372,-2.50000464973698,0.031910073451750454,5.0
11,3,59,O1,-0.7421001380998749,-3.864660409286633,0.5091232464188005,5.0
12,3,58,O1,-0.0004184924207915053,-1.9291858407562794,3.4675295227018608,6.0
13,3,38,O1,-2.028813326009313,-0.4754496617345178,3.1264773080574626,6.0
14,3,51,O1,0.1547612622963901,0.6271942523696544,4.1644616214720225,6.0
15,3,62,O1,-2.879868982967318,2.334677543020597,0.7844216995098799,7.0
16,3,63,O1,-3.4145624873627396,0.9393542452892998,-1.3483540385803772,7.0
17,3,71,O1,-2.186915203168528,3.267381751960624,-1.5893487846641583,7.0
18,3,78,O1,3.115750292891011,1.1102230246251561e-15,-2.3903482238004443,8.0
19,3,79,O1,3.6569606653028615,1.4123295596305194,-0.2315781209394987,8.0
20,3,106,O1,4.021330988902841,-1.2051630330099927,-0.2197078168596417,8.0
21,4,6,Si1,-1.978794880960817,-4.473476499514573,-3.0906982016062776,9.0
22,4,3,Si1,-4.269430405722515,-2.193956288078214,0.6058327740885148,10.0
23,4,8,Si1,-0.8863466794523944,-5.023379052519362,1.6189229098072444,11.0
24,4,9,Si1,-0.2507968843265532,-3.3648636063477455,4.153992388396242,12.0
25,4,2,Si1,-3.630467013064257,-0.5265327999593867,3.1545183485097787,13.0
26,4,7,Si1,0.21180375370388882,1.2430569646091798,5.6471218420264115,14.0
27,4,10,Si1,-3.8068297676920726,2.41396428287871,2.098962227718684,15.0
28,4,11,Si1,-4.72291521457268,0.0233697530454029,-1.555102762903741,16.0
29,4,15,Si1,-2.838121673071146,4.567759322937703,-2.2768337484922223,17.0
30,4,20,Si1,3.542909931845377,0.4243665235096486,-3.8795645471394575,18.0
31,4,21,Si1,4.455581781193571,2.806053011395745,-0.23911565234929721,19.0
32,4,34,Si1,5.455327860159294,-1.9393220522004522,-0.09890731883704085,20.0
