,isite_i,isite_j,distance
0,0,1,0.0
1,0,2,0.0
2,0,3,0.0
3,0,4,4.362764630581117
4,1,2,0.0
5,1,3,0.0
6,1,4,4.362764630581118
7,2,3,0.0
8,2,4,4.362764630581117
9,3,4,4.349071289240246
