,neighbor_num,isite,atom,x,y,z,front_index
0,0,14,Si1,0.0,0.0,0.0,
1,1,92,O1,-0.7553051205195619,-1.3197482700610486,-0.5303862177949136,0.0
2,1,68,O1,1.516550768989494,0.0,-0.5400560004451098,0.0
3,1,50,O1,-0.775091551169342,1.310198822063046,-0.526155098133103,0.0
4,1,52,O1,-1.6653345369377348e-16,0.0,1.609671835205004,0.0
5,2,22,Si1,-2.175396554062903,-2.0380184319803454,-0.2817046468448204,1.0
6,2,0,Si1,2.669446269009894,-1.0376633539846185,-0.9735795181407763,2.0
7,2,10,Si1,-2.1791227029007336,2.0552493939076433,-0.26753880884590187,3.0
8,2,26,Si1,-0.527474186364701,-0.3361124057284881,3.092423692603755,4.0
9,3,96,O1,-2.189599896720345,-2.6909766839158173,1.1904005214344013,5.0
10,3,100,O1,-2.40191067100739,-3.1773951934395166,-1.392092599090982,5.0
11,3,72,O1,-3.347245687372506,-0.9404631193748274,-0.4032506811158421,5.0
12,3,62,O1,3.4656036247277067,-1.535353449230342,0.33569961373160595,6.0
13,3,71,O1,3.696377405538898,-0.30960251848113685,-1.9766140581598743,6.0
14,3,46,O1,2.00092258154402,-2.300634629386438,-1.7160318064500117,6.0
15,3,76,O1,-3.2681117478298467,1.5188849685231254,-1.3291242306314826,7.0
16,3,90,O1,-2.7065968892654335,1.7191369881791552,1.2152130485528487,7.0
17,3,46,O1,-1.9816780482708893,3.644832497677763,-0.4172470609823511,7.0
18,3,80,O1,-0.7249188488670786,-1.9256955122758543,3.2421319392347394,8.0
19,3,42,O1,0.5615148538948318,0.20025202817216248,4.154009116770613,8.0
20,3,84,O1,-1.931505345968624,0.4089381633388642,3.351039976385492,8.0
21,4,20,Si1,-1.3934425363329517,-3.1886667876776738,2.499679650925506,9.0
22,4,23,Si1,-2.8625769788124225,-4.575245639775364,-2.0372671001011344,10.0
23,4,34,Si1,-4.08826859781739,0.13195526202500307,-1.3485596047110238,11.0
24,4,6,Si1,3.4514002820702654,-2.188311701165815,1.807804782010828,12.0
25,4,3,Si1,3.9096360706026703,0.33134552347267227,-3.4375879720710363,13.0
26,4,10,Si1,1.8034779269141765,-3.8902177331565593,-1.5663235543135627,14.0
27,4,34,Si1,-4.08826859781739,0.13195526202500307,-1.3485596047110238,15.0
28,4,30,Si1,-2.7065968939350165,1.7191369966952879,2.8248848861391322,16.0
29,4,0,Si1,-1.3131543608050142,4.907803773079583,0.32520522732688417,17.0
30,4,20,Si1,-1.3934425363329517,-3.1886667876776738,2.499679650925506,18.0
31,4,17,Si1,1.3816717006794235,1.587181723376907,4.173444482963413,19.0
32,4,30,Si1,-2.7065968939350165,1.7191369966952879,2.8248848861391322,20.0
