,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.9820052713906764,1.6889331369621194,0.0,2.85850692393995,2.8585069239399505,2.9807932628216154,2.980793262821618,2.7395286103331165,0.9820052713906752,0.9820052713906772,0.9820052713906764,2.8585069239399505,2.8585069239399497,2.85850692393995,2.8585069239399505,2.9807932628216154,2.980793262821618,2.9807932628216163,2.9807932628216167,0.0,1.688933136962115,1.6889331369621194,0.0,1.68893313696212,0.0,0.0,1.6889331369621152,0.9820052713906772,0.9820052713906752,0.9820052713906746,0.9820052713906764,2.8585069239399528,2.8585069239399488,2.8585069239399505,2.858506923939953,2.980793262821623,2.9807932628216154,2.980793262821615,2.980793262821625
1,0.9820052713906764,0.0,0.9799174944495436,0.9717043251972692,3.2416950673715035,2.438267063382438,2.722590367601548,0.9799174944495403,0.0,0.0,0.0,0.0,2.43826706338243,2.4382670633824235,2.4382670633824284,2.438267063382432,2.3556141371520054,2.3556141371520023,2.355614137152005,2.3602966203557383,0.9717043251972683,0.9799174944495376,0.9799174944495436,0.9717043251972752,0.9799174944495456,0.9717043251972762,0.9717043251972683,0.9799174944495376,0.0,0.0,0.0,0.0,2.438267063382437,2.438267063382422,2.4382670633824257,2.438267063382438,2.36029662035573,2.3556141371520027,2.355614137152004,2.3556141371519885
2,1.6889331369621194,0.9799174944495436,0.0,0.0,0.0,0.0,2.423277873852549,2.4232778738525536,2.4596622527197343,2.4232778738525487,0.9799174944495446,0.9799174944495436,0.0,3.0661374813074684,2.8573592962505465,2.857359296250545,2.462251125155344,2.9807932628216127,2.979855270892592,2.5080868157742087,2.858506923939953,2.867536644229793,2.867536644229792,2.8585069239399457,2.867536644229791,2.858506923939945,2.8585069239399536,2.867536644229793,2.4596622527197343,2.459662252719735,2.459662252719735,2.459662252719736,0.0,0.0,0.0,0.0,2.423277873852552,2.423277873852548,2.4232778738525487,2.4232778738525487
3,0.0,0.9717043251972692,0.0,0.0,2.85856955016897,3.109875880687106,2.968299186292182,1.6843150501811086,0.9717043251972692,0.9717043251972708,0.9717043251972682,0.9717043251972692,2.8712390597685737,3.0688754469960973,2.857359296250548,2.857359296250547,2.462251125155338,2.440631796039103,3.228548877381803,3.206016140687953,0.0,1.6889331369621177,1.6843150501811095,0.0,1.6889331369621217,3.129421491484505,0.0,1.6843150501811082,0.9717043251972692,0.9708212345578896,0.9717043251972688,0.97170432519727,2.8585695501689727,2.8585695501689696,2.85856955016897,2.8585695501689736,2.9682991862921813,2.9682991862921826,2.968299186292183,2.9682991862921844
4,2.85850692393995,3.2416950673715035,0.0,2.85856955016897,0.0,0.0,2.4883120875062725,3.1283399740868085,2.4232778738525416,2.423277873852539,3.241695067371504,3.2416950673715035,0.0,3.06613748130747,2.8573592962505465,2.8573592962505456,2.488312087506272,2.440631796039105,2.488312087506272,2.508086815774209,2.85850692393995,2.8712390597685715,3.0748103166751464,2.871239059768574,2.858506923939943,3.562764124753558,2.5439816236870363,3.074810316675149,3.2416950673715035,2.5506980545879068,2.5506980545879165,2.550698054587908,0.0,0.0,0.0,0.0,2.4406317960391117,2.4406317960391006,2.4406317960391,2.4883120875062725
5,2.8585069239399505,2.438267063382438,0.0,3.109875880687106,0.0,0.0,2.423277873852548,2.4232778738525536,2.4596622527197347,2.4232778738525487,2.4382670633824395,2.438267063382438,0.0,3.098798407164289,3.070544667340652,3.0705446673406502,2.4622511251553427,2.4915068035158603,2.488312087506273,2.508086815774212,2.8585069239399505,2.871239059768571,3.074810316675148,2.8712390597685733,2.858506923939944,3.1294214914845035,2.867536644229792,3.0748103166751504,2.438267063382438,2.5506980545879085,2.550698054587917,2.5506980545879103,0.0,0.0,0.0,0.0,3.23212125760846,2.4915068035158616,2.491506803515864,2.4622511251553325
6,2.9807932628216154,2.722590367601548,2.423277873852549,2.968299186292182,2.4883120875062725,2.423277873852548,0.0,1.6845606828736948,0.9795139756854896,2.722590367601548,2.722590367601549,2.722590367601548,3.0796603048364504,2.436679088519332,2.4455327201778103,2.445532720177808,3.0508399276951907,0.0,0.0,3.0548241447828675,2.9807932628216154,2.9798552708925983,2.5417717414463192,3.251048421617358,2.980793262821611,3.2541758957574234,0.0,2.541771741446321,2.722590367601548,3.196226533701515,0.970088232537932,3.196226533701515,2.423277873852549,2.436679088519343,2.4883120875062725,2.423277873852548,0.0,0.0,0.0,3.050839927695183
7,2.980793262821618,0.9799174944495403,2.4232778738525536,1.6843150501811086,3.1283399740868085,2.4232778738525536,1.6845606828736948,0.0,2.968320985397052,3.223191059548133,0.9799174944495412,0.9799174944495403,2.508086815774207,2.491506803515864,2.8573592962505443,2.857359296250543,0.0,3.0508399276951907,3.050839927695192,0.0,2.980793262821618,3.346487663483817,0.0,2.9798552708925934,3.4298161510257312,2.9791778461256224,1.6845606828736948,0.0,0.9799174944495408,2.3527735392986964,0.9708212345578896,2.3527735392986964,2.4232778738525536,3.0688754469960973,3.1283399740868085,2.4232778738525536,0.0,3.0508399276951867,3.050839927695187,0.0
8,2.7395286103331165,0.0,2.4596622527197343,0.9717043251972692,2.4232778738525416,2.4596622527197347,0.9795139756854896,2.968320985397052,0.0,0.0,0.0,0.0,2.5018250097463977,2.436679088519333,3.8049139785364714,3.8049139785364687,0.0,2.3833454465605284,0.0,0.0,2.7395286103331165,0.9828331627876724,2.708630302025248,2.979855270892592,3.3361368313642465,0.988864944168888,0.9795139756854896,2.7086303020252456,0.0,2.3527735392986955,2.3527735392986995,2.3527735392986964,2.4596622527197343,2.4366790885193423,2.4232778738525416,2.4596622527197347,0.0,2.383345446560522,2.3833454465605244,0.0
9,0.9820052713906752,0.0,2.4232778738525487,0.9717043251972708,2.423277873852539,2.4232778738525487,2.722590367601548,3.223191059548133,0.0,0.0,0.0,0.0,2.5018250097463977,4.000907806075761,2.4455327201778103,2.445532720177809,2.355614137152008,0.0,0.0,2.352773539298697,0.9820052713906752,2.7394591497702048,2.708630302025249,2.7394591497702026,0.9820052713906734,3.2476776415187945,2.722590367601548,2.708630302025248,0.0,0.0,2.357912129603724,0.0,2.4232778738525487,2.491506803515858,2.423277873852539,2.4232778738525487,2.3571199888889693,0.0,0.0,2.355614137151991
10,0.9820052713906772,0.0,0.9799174944495446,0.9717043251972682,3.241695067371504,2.4382670633824395,2.722590367601549,0.9799174944495412,0.0,0.0,0.0,0.0,2.438267063382432,2.438267063382426,2.4382670633824306,2.4382670633824333,2.355614137152004,2.3556141371520005,2.3556141371520045,2.360296620355741,0.9717043251972676,0.9799174944495386,0.9799174944495446,0.9717043251972748,0.9799174944495463,0.9717043251972752,0.971704325197268,0.9799174944495388,0.0,0.0,0.0,0.0,2.438267063382438,2.438267063382424,2.438267063382427,2.4382670633824395,2.3602966203557325,2.355614137152002,2.355614137152002,2.355614137151988
11,0.9820052713906764,0.0,0.9799174944495436,0.9717043251972692,3.2416950673715035,2.438267063382438,2.722590367601548,0.9799174944495403,0.0,0.0,0.0,0.0,2.43826706338243,2.4382670633824235,2.4382670633824284,2.438267063382432,2.3556141371520054,2.3556141371520023,2.355614137152005,2.3602966203557383,0.9717043251972683,0.9799174944495376,0.9799174944495436,0.9717043251972752,0.9799174944495456,0.9717043251972762,0.9717043251972683,0.9799174944495376,0.0,0.0,0.0,0.0,2.438267063382437,2.438267063382422,2.4382670633824257,2.438267063382438,2.36029662035573,2.3556141371520027,2.355614137152004,2.3556141371519885
