,neighbor_num,isite,atom,x,y,z,front_index
0,0,33,Si1,0.0,0.0,0.0,
1,1,100,O1,-0.6776209459003939,-1.3726925088366406,-0.5068547563993866,0.0
2,1,133,O1,-0.8008064856317199,1.2791186445204175,-0.557433300281173,0.0
3,1,121,O1,1.1102230246251565e-16,5.551115123125783e-17,1.6121910848794563,0.0
4,1,129,O1,1.5344780605216592,-5.551115123125783e-17,-0.4988623085902331,0.0
5,2,28,Si1,-0.22112357994700826,-2.8452859590515107,-0.9791614459109542,1.0
6,2,36,Si1,-1.8314524892342035,2.389942572364322,-1.0978094979801567,2.0
7,2,45,Si1,0.03769100014189036,0.8148676207968618,2.998147809667291,3.0
8,2,39,Si1,3.0431240626277467,0.14202443067017612,0.0554866993248328,4.0
9,3,105,O1,0.7183896821927367,-3.535284182708221,0.12904506676204508,5.0
10,3,116,O1,0.6125847218034939,-2.724756385502225,-2.352607957488208,5.0
11,3,110,O1,-1.5237947690088576,-3.7532925791969696,-1.2310566699838534,5.0
12,3,97,O1,-3.288055638776602,2.199898426347617,-0.432567360460442,6.0
13,3,124,O1,-1.9866687870845872,2.276288997465897,-2.6984815005963174,6.0
14,3,130,O1,-1.3272241760671482,3.8827385657417137,-0.7502459045020698,6.0
15,3,89,O1,0.02249610549493558,2.3874259118601087,2.6832703799654674,7.0
16,3,95,O1,1.4296570194635025,0.5763051646541133,3.774846927982778,7.0
17,3,115,O1,-1.205824754673123,0.3945949832582894,3.922080065139511,7.0
18,3,134,O1,3.8615197136630344,-1.2337992910151117,-0.10421634906971311,8.0
19,3,127,O1,2.9654980780422653,0.5688114132870934,1.6082220831396936,8.0
20,3,98,O1,3.7532622478904547,1.335937442607926,-0.7634345984696368,8.0
21,4,25,Si1,1.2012088371957717,-4.559686194046836,1.2711442637866655,9.0
22,4,42,Si1,1.5136853553892902,-1.8439934424952835,-3.347035240609395,10.0
23,4,29,Si1,-2.7493582776253955,-4.6965278424931665,-0.7915333175068718,11.0
24,4,25,Si1,-4.50570984995784,3.1151522304259798,0.09622713630383051,12.0
25,4,40,Si1,-1.3348412333141897,1.9663055266985758,-4.1356095331307205,13.0
26,4,34,Si1,-0.7971638044845264,5.2335101284489305,-1.4558936275292824,14.0
27,4,17,Si1,0.007301210847980633,3.9599842029233554,2.368392950263642,15.0
28,4,19,Si1,2.8558277995514603,0.1496852337294956,3.156967242784965,16.0
29,4,3,Si1,-1.7667423431776836,-0.09279186698079611,5.3516876154104445,17.0
30,4,34,Si1,4.909754882669084,-2.4413282960238845,-0.2809765000464488,18.0
31,4,19,Si1,2.8558277995514603,0.14968523372949516,3.156967242784966,19.0
32,4,26,Si1,3.329606644646312,2.6279671694079467,-1.6301352610979722,20.0
