,neighbor_num,isite,atom,x,y,z,front_index
0,0,8,Si1,0.0,0.0,0.0,
1,1,68,O1,-0.7686835613126198,1.3105575141211938,-0.534476691850358,0.0
2,1,76,O1,1.1102230246251565e-16,0.0,1.6097418976020843,0.0
3,1,60,O1,-0.7666041633964163,-1.3124831513701245,-0.5357435083496471,0.0
4,1,48,O1,1.5190739480438036,0.0,-0.53074582879119,0.0
5,2,24,Si1,-0.9723342276830129,2.8947188401128088,-0.32769339109146767,1.0
6,2,21,Si1,-0.8905716930036086,0.26905787500801087,2.9251983127507954,2.0
7,2,17,Si1,-2.3158608606249196,-1.5876243792190325,-0.8777980671463684,3.0
8,2,0,Si1,2.902266285928604,0.8212737786410053,-0.4484944259312712,4.0
9,3,92,O1,0.3295688175793773,3.6685317276988276,-0.8744249951110787,5.0
10,3,89,O1,-2.268185827504063,3.393058773363036,-1.14171370836235,5.0
11,3,45,O1,-1.1742719970906184,3.2127544542071935,1.236362842980264,5.0
12,3,37,O1,-0.696446260359054,1.7960300494636932,3.395132068726942,6.0
13,3,64,O1,-2.439828390232112,-0.0060833528408965835,2.583143753954073,6.0
14,3,89,O1,-0.41899886783001206,-0.729666800439105,4.096832409721296,6.0
15,3,85,O1,-2.7874336857985167,-0.5888997037719154,-2.0494321641168702,7.0
16,3,33,O1,-2.509986293269475,-3.1145965536747147,-1.3477318231225164,7.0
17,3,80,O1,-3.206432553628532,-1.3185665042110213,0.4376583480023418,7.0
18,3,56,O1,3.9405406103140384,0.24375760625999118,-1.53261875309383,8.0
19,3,32,O1,3.5339261340138397,0.6844626799950383,1.0270252681534329,8.0
20,3,40,O1,2.6182045779350407,2.3746242676688345,-0.7619738606877237,8.0
21,4,29,Si1,1.9132879554960929,3.8140412378374,-0.6228021707347431,9.0
22,4,21,Si1,-2.7397586526776587,4.391783448810154,-2.3133478053328496,10.0
23,4,5,Si1,-0.7959549361289381,3.2893446426990938,2.799330627721374,11.0
24,4,5,Si1,-0.7959549361289383,3.289344642699094,2.799330627721374,12.0
25,4,12,Si1,-3.206432553628527,-1.3185665042110204,2.047400245604426,13.0
26,4,24,Si1,0.8768527319910374,-1.2280067336893334,4.910852726992179,14.0
27,4,28,Si1,-4.0832852856195645,-0.09055977052168702,-2.863452481387752,15.0
28,4,1,Si1,-2.4104776174995943,-4.607911146910117,-0.7519303821169493,16.0
29,4,12,Si1,-3.20643255362853,-1.3185665042110217,2.047400245604425,17.0
30,4,7,Si1,4.725071033148731,-0.8528388500414674,-2.409460977475861,18.0
31,4,16,Si1,3.9965535132030663,1.6128151011346499,2.257595920475326,19.0
32,4,29,Si1,1.9132879554960929,3.8140412378374,-0.6228021707347431,20.0
