,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,3.0992608071705114,2.418054257909198,2.967064888980381,1.9096370044995945,3.0992608071705106,2.418054257832466,2.418054217957907,2.428277508763715,3.195564965262038,3.7053108763353713,3.705310877373796,3.2035148918121994,3.2035148714057797,1.9096370044995945,1.909636984041706,0.0,0.0,2.428277508763715,2.428277496813298,3.5588392640682547,3.5588392458130063,2.418054257909198,2.4180542178813864,3.777857935076844,3.7778579271243578,3.705310876338199,3.7053108773737975,3.2035148918122025,3.203514871405783,1.9096370044995925,1.909636984041707
1,3.0992608071705114,0.0,3.205325982492572,2.452908401059747,2.9565593841525297,2.956559387080714,2.736178624644037,0.0,3.5096792078740098,2.4529084010597453,3.709673172984681,3.7096731764822217,3.158836913547518,3.1588369117613726,1.8846893367836723,1.8846893103871385,0.0,0.0,2.4529084041861906,2.4529084010597453,3.669554171115444,3.669554189802867,2.625072076751901,2.6250720851587834,3.838886797711657,3.8388867997753255,3.709673170854318,3.709673176482221,3.158836913547522,3.1588369117613766,1.8846893367836728,1.8846893103871385
2,2.418054257909198,3.205325982492572,0.0,1.831577758365549,2.069226084169694,2.9656640708927573,3.4356494024978077,3.934674109516129,2.436378326489876,2.4363783006517377,3.8380905339601776,2.7001182390647003,0.0,0.0,1.820809886972961,1.805399896739392,2.427947239968057,2.359069608195352,0.0,4.3084359283762375,4.181433815956289,4.181433825985003,3.612218365224653,3.612218356105969,3.800046418827242,3.800046422210946,3.612730582432804,3.612730588201644,0.0,0.0,1.8053998988811963,1.805399896739392
3,2.967064888980381,2.452908401059747,1.831577758365549,0.0,2.9564168876370265,2.9564168676490623,3.4248209282393285,3.168443183981143,2.211679055738865,2.2116790429137967,3.790978726268299,4.063763500992426,1.831577758365549,0.0,2.956416887637027,2.937144621031111,3.1595830376646297,2.359069632668012,1.905905887919571,2.982588383640756,1.740458808039433,1.7417471348928626,0.0,3.8508548071264648,3.245880160104612,3.8856748269569774,2.638367708788788,3.1399835681456354,1.8315777583655504,0.0,1.82203525647024,1.8220352544441216
4,1.9096370044995945,2.9565593841525297,2.069226084169694,2.9564168876370265,0.0,0.0,1.8843975010240752,3.98666153350889,2.131708218358197,2.131708229525481,1.321302047975226,1.3213020499335266,2.069226084169694,2.9564168876370265,0.0,2.4363783006517363,2.9296739631534368,3.845538109235389,3.428190918834696,3.300425042587979,3.6207276676739055,2.689185056288467,2.953321979131553,3.214495126322116,2.604102151009885,0.0,1.8295136268448404,1.3240275706731837,2.069226084169695,2.9564168876370247,2.436378296770324,0.0
5,3.0992608071705106,2.956559387080714,2.9656640708927573,2.9564168676490623,0.0,0.0,2.4245861572560994,2.4245861511077327,2.689185056319776,3.1399835504365483,3.3394631523914224,1.8304544606333144,2.9656640708927573,2.9564168676490623,0.0,3.612218365379677,3.780428964175873,3.5047224415253373,2.3590696081299463,3.3004250162457223,3.857918656716477,0.0,1.7417471377901796,2.4255069865420014,2.604102153854395,3.638635149000092,1.829513628341282,3.2360861966846315,2.9656640708927573,2.9564168676490614,3.612218383935905,0.0
6,2.418054257832466,2.736178624644037,3.4356494024978077,3.4248209282393285,1.8843975010240752,2.4245861572560994,0.0,0.0,2.960621115466375,3.547140251980455,0.0,0.0,3.4356494024978077,3.4248209282393285,1.8843975010240752,3.800046422210947,3.885674826956976,3.693489957122481,3.169821926193528,3.5471402519804545,2.43045800142986,2.424586156786678,0.7401727655800091,2.7001182317277834,1.82950824339083,1.3213020473543853,2.6041021479909325,2.5809887463939654,3.4356494024978077,3.424820928239332,3.800046413774988,1.8843974750077168
7,2.418054217957907,0.0,3.934674109516129,3.168443183981143,3.98666153350889,2.4245861511077327,0.0,0.0,3.183137699116349,3.428190918834696,0.0,3.8468946369821615,3.934674109516129,3.168443183981143,3.98666153350889,3.110046507687188,3.6778551452699535,0.0,4.058718440415781,3.547140245278193,2.4304580029173453,2.4245861506383117,0.7401727613869652,3.1114152016266363,2.1660423265502478,1.321302049311745,2.6041021538543947,2.580988729454953,3.934674109516127,3.1684431839811453,3.1100465208824954,3.986661504054484
8,2.428277508763715,3.5096792078740098,2.436378326489876,2.211679055738865,2.131708218358197,2.689185056319776,2.960621115466375,3.183137699116349,0.0,2.725705504298517,1.820951101417041,1.3213020499335266,2.436378326489876,2.211679055738865,2.131708218358197,2.069226105419723,2.427225319015635,3.183137699116349,0.0,0.0,2.583478137260706,2.68918505628847,2.953321979131555,3.214495126322116,2.6164715655278905,2.5608317932358187,2.090725033564184,1.3240275706731843,2.4363783264898773,2.2116790557388644,2.0692260999826595,2.131708207111637
9,3.195564965262038,2.4529084010597453,2.4363783006517377,2.2116790429137967,2.131708229525481,3.1399835504365483,3.547140251980455,3.428190918834696,2.725705504298517,0.0,3.6160255564725294,1.830454460327065,2.4363783006517377,2.2116790429137967,2.131708229525481,2.069226084169697,2.4272253068517413,3.428190918834696,2.725705504298517,0.0,2.871113430900302,3.139983550397927,3.236086193677083,2.959970875172535,2.604102159191889,4.163776718483713,1.8295136290655225,3.328219852110315,2.436378300651738,2.211679042913796,2.0692260787326338,2.13170821827892
