,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,1.4032100511967536,1.4032100554909386,0.0,1.4032100567341017,0.0,0.0,0.0,1.796934924884909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100503683531,1.403210053803469,1.4032100567341022,1.4032100511967536,1.4032100554909386,1.4032100462491786
1,1.4032100511967536,0.0,1.4048822093526263,1.7995667300739062,0.0,1.404882211477814,1.4048822089919302,1.4048822092868725,0.0,1.4048822084599568,1.4048822093526274,1.40488221194511,1.4048822093526263,1.4048822119451103,1.4048822084599573,1.404882211477814,1.4048822089919302,1.4048822092868725,0.0,0.0,0.0,0.0,0.0,0.0
2,1.4032100554909386,1.4048822093526263,0.0,1.7969349191193846,1.796934925530043,1.7969349259743388,0.0,0.0,1.4099162104752343,0.0,1.4032100554909386,1.4032100605964204,0.0,1.4032100605964204,1.4048822100198732,0.0,0.0,1.4032100572181498,2.757325415796016,0.0,1.4099162100782046,1.409916211281435,1.4099162097598688,1.4099162118399426
3,0.0,1.7995667300739062,1.7969349191193846,0.0,1.4032100618395835,0.0,0.0,0.0,1.796934931295565,0.0,0.0,0.0,1.7969349191193846,0.0,1.4048822097249312,1.796934916462242,1.7969349499739298,0.0,0.0,1.7962872226454267,1.796287229045335,0.0,0.0,1.40321005135466
4,1.4032100567341017,0.0,1.796934925530043,1.4032100618395835,0.0,1.4032100567157906,1.4032100584613088,1.4032100584613127,2.7547073567560902,1.4032100576329083,1.4032100567341017,1.4032100618395835,1.796934925530043,1.4032100618395835,2.7547073607651864,1.7969349228729006,1.7969349563845884,1.4032100584613132,2.757325417705476,0.0,0.0,0.0,0.0,0.0
5,0.0,1.404882211477814,1.7969349259743388,0.0,1.4032100567157906,0.0,1.411600851927772,1.4116008483795062,0.0,1.4116008475687905,0.0,0.0,1.7969349259743388,0.0,1.4048822091929574,1.7969349233171965,1.7969349568288835,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100462308674
6,0.0,1.4048822089919302,0.0,0.0,1.4032100584613088,1.411600851927772,0.0,0.0,1.4116008483795062,0.0,0.0,0.0,0.0,0.0,3.1562045268321124,0.0,0.0,0.0,1.4116008519277714,1.406832701393704,1.4068327039595645,1.4032100529239624,1.4032100511784422,1.4032100479763858
7,0.0,1.4048822092868725,0.0,0.0,1.4032100584613127,1.4116008483795062,0.0,0.0,1.7969349313990537,0.0,0.0,0.0,0.0,0.0,3.1562045351753807,0.0,0.0,0.0,1.4116008483795053,1.4068326998782816,1.4068327024441416,1.4032100529239642,1.4032100511784442,1.4032100479763905
8,1.796934924884909,0.0,1.4099162104752343,1.796934931295565,2.7547073567560902,0.0,1.4116008483795062,1.7969349313990537,0.0,1.4116008475687898,1.796934924884909,1.796934931295565,1.4099162104752343,1.796934931295565,0.0,1.4099162104190528,1.409916212499126,1.7969349313990537,0.0,0.0,0.0,0.0,0.0,2.7547073701561264
9,0.0,1.4048822084599568,0.0,0.0,1.4032100576329083,1.4116008475687905,0.0,0.0,1.4116008475687898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4116008475687898,1.4068326990566475,1.4068327016225084,1.4032100520955613,1.4032100503500409,1.4032100471479856
10,0.0,1.4048822093526274,1.4032100554909386,0.0,1.4032100567341017,0.0,0.0,0.0,1.796934924884909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100503683531,1.403210053803469,1.4032100567341022,1.4032100511967536,1.4032100554909386,1.4032100462491786
11,0.0,1.40488221194511,1.4032100605964204,0.0,1.4032100618395835,0.0,0.0,0.0,1.796934931295565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100554738347,1.4032100589089511,1.403210061839584,1.4032100563022354,1.4032100605964204,1.40321005135466
12,0.0,1.4048822093526263,0.0,1.7969349191193846,1.796934925530043,1.7969349259743388,0.0,0.0,1.4099162104752343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4099162104752343,1.409916209816051,1.4099162100782046,1.409916211281435,1.4099162097598688,1.4099162118399426
13,0.0,1.4048822119451103,1.4032100605964204,0.0,1.4032100618395835,0.0,0.0,0.0,1.796934931295565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100554738345,1.4032100589089511,1.4032100618395835,1.4032100563022352,1.4032100605964204,1.40321005135466
14,0.0,1.4048822084599573,1.4048822100198732,1.4048822097249312,2.7547073607651864,1.4048822091929574,3.1562045268321124,3.1562045351753807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4048822091929574,1.4048822100856269,1.4048822126781106,1.4048822100198732,1.4048822122108136,1.4048822097249312
15,0.0,1.404882211477814,0.0,1.796934916462242,1.7969349228729006,1.7969349233171965,0.0,0.0,1.4099162104190528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4099162104190528,1.409916209759869,1.4099162100220226,1.409916211225253,1.4099162097036868,1.409916211783761
16,0.0,1.4048822089919302,0.0,1.7969349499739298,1.7969349563845884,1.7969349568288835,0.0,0.0,1.409916212499126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409916212499126,1.4099162118399422,1.4099162121020954,1.4099162133053262,1.40991621178376,1.4099162138638357
17,0.0,1.4048822092868725,1.4032100572181498,0.0,1.4032100584613132,0.0,0.0,0.0,1.7969349313990537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4032100520955648,1.4032100555306808,1.4032100584613134,1.4032100529239648,1.4032100572181498,1.4032100479763905
18,1.4032100503683531,0.0,2.757325415796016,0.0,2.757325417705476,0.0,1.4116008519277714,1.4116008483795053,0.0,1.4116008475687898,1.4032100503683531,1.4032100554738347,1.4099162104752343,1.4032100554738345,1.4048822091929574,1.4099162104190528,1.409916212499126,1.4032100520955648,0.0,0.0,0.0,0.0,0.0,0.0
19,1.403210053803469,0.0,0.0,1.7962872226454267,0.0,0.0,1.406832701393704,1.4068326998782816,0.0,1.4068326990566475,1.403210053803469,1.4032100589089511,1.409916209816051,1.4032100589089511,1.4048822100856269,1.409916209759869,1.4099162118399422,1.4032100555306808,0.0,0.0,0.0,0.0,0.0,0.0
