,neighbor_num,isite,atom,x,y,z,front_index
0,0,29,Si1,0.0,0.0,0.0,
1,1,73,O1,1.5137379069596928,1.858510111472373e-17,-0.5499068859240172,0.0
2,1,92,O1,-0.7532828769125963,-1.3198734568754515,-0.5321206031319279,0.0
3,1,40,O1,-0.7661965945921911,1.3115756103986276,-0.5300090702310261,0.0
4,1,84,O1,0.0,-1.1736369309731475e-16,1.6094108036049717,0.0
5,2,13,Si1,2.4452043943339485,0.2220353702463659,-1.844963342856032,1.0
6,2,24,Si1,-1.2199737491789884,-2.0495169068950263,-1.8894980144211848,2.0
7,2,0,Si1,-1.3981858576385766,2.3335819785878256,-1.6014336856385927,3.0
8,2,16,Si1,-0.4830256661220367,-0.8466970736342162,2.8909523110637263,4.0
9,3,65,O1,3.9638327557252855,0.4647926799779514,-1.3631419431074243,5.0
10,3,81,O1,1.9295304415730499,1.5113947496717701,-2.659151123424646,5.0
11,3,53,O1,2.375264998137207,-1.0714058164102815,-2.7996335329869053,5.0
12,3,68,O1,-2.275991879689296,-1.1068529720609046,-2.6576193903442396,6.0
13,3,89,O1,-1.904860941384685,-3.4600271988695024,-1.5267399890832483,6.0
14,3,45,O1,0.05772563585787338,-2.307663633666369,-2.8323882343397213,6.0
15,3,56,O1,-2.229208560744401,3.4695333008687492,-0.8230507984190518,7.0
16,3,48,O1,-2.378915200038209,1.5268808283760211,-2.592332352275226,7.0
17,3,32,O1,-0.20995591529385216,3.019785794196195,-2.4452960770197754,7.0
18,3,32,O1,-2.090480880163964,-0.8531145132570602,2.9697748426477375,8.0
19,3,61,O1,0.12827158743740275,-0.18610716098917005,4.226181491940738,8.0
20,3,81,O1,0.049005476702938644,-2.361505557781485,2.7559197962428663,8.0
21,4,20,Si1,4.575130009284724,1.1253825926229977,-0.02791276223041228,9.0
22,4,16,Si1,1.3974992987480745,3.0262032338190403,-2.5241186086037866,10.0
23,4,5,Si1,1.363318941320734,-1.9423971117258108,-3.7006420223570573,11.0
24,4,8,Si1,-2.4511112261927934,0.22879216135042935,-3.540504457302498,12.0
25,4,21,Si1,-2.2962793839272475,-4.414228768201048,-0.2902735188966089,13.0
26,4,5,Si1,1.363318941320734,-1.9423971117258108,-3.7006420223570573,14.0
27,4,7,Si1,-3.302115963744579,4.648156098126765,-0.6072220117467707,15.0
28,4,8,Si1,-2.4511112261927934,0.22879216135042935,-3.540504457302498,16.0
29,4,16,Si1,1.3974992987480745,3.026203233819039,-2.5241186086037857,17.0
30,4,0,Si1,-3.2787108225086885,-1.5393183288654297,3.8136372340289197,18.0
31,4,9,Si1,1.6468999488287395,0.05665014874241647,4.708002891689345,19.0
32,4,13,Si1,0.5646794294638369,-3.6508649372068884,3.5701075768114796,20.0
