,ABW_0,ACO_0,AFY_0,AFY_12,AFY_14,AFY_6,ATN_0,ATT_0,ATT_1,ATT_8,BCT_0,BIK_0,BIK_4,BRE_0,BRE_10,BRE_12,BRE_14,BRE_2,BRE_4,BRE_6,BRE_8,CAN_0,DFT_0,EDI_0,EDI_4,JBW_0,JBW_4,MVY_0,MVY_4,MVY_8,NAB_0,NAB_1,NPO_0,NSI_0,NSI_2,NSI_4,SBN_0,SBN_6,SFE_0,SFE_10,SFE_12,SFE_2,SFE_4,SFE_6,SFE_8,SOD_0,THO_0,THO_4,THO_8
BRE_8,4.939590302356169,2.673335475197591,6.177923726574775,6.064803885253573,3.657452636259689,7.2404803342164,5.220875703363433,4.669905621430868,5.693289861669442,2.2935227483195413,3.5388229729099376,4.449482587360629,4.01238657735746,4.181595980076496,3.2690465880697364,5.839749162627196,6.522976808904435,5.146336815239228,4.63744717201627,6.639338008636723,0.0,2.381773781761788,5.387749432976109,5.565146821480585,6.52255512185328,5.597301809849171,4.138034262368125,5.4217858639827305,5.937352811897405,6.950460826680394,4.250717003585787,6.393444353646962,4.940582609399747,3.587241439698913,2.9720012804053493,5.174388271689907,7.366206012656061,2.7092730669095464,4.927422818484148,6.356087982478948,5.301329628352812,5.4479301217430205,4.3978590446053785,3.996445106135024,3.871615134277493,4.5705140591968085,5.937201652937472,6.177155241645902,5.520597538865729
CAN_0,2.985741886471813,2.495202326719014,5.9647612267466,7.179122019328472,2.764588621075377,6.273073210487698,4.854692233651621,4.0439918642800325,4.884935948641426,1.487059331834924,2.5102912392088106,4.121721564848096,4.656319569558129,4.738106465221512,3.4252746490223487,4.92115604929557,7.277699793338221,5.590518409923006,4.482296724994978,5.998447723895078,2.381773781761788,0.0,3.9767795835850976,6.699118430889762,7.297715825689257,4.07720866189043,3.4662823987238034,4.716654815650919,5.6194289045456,6.096298874013302,4.188874341879178,6.19769726869762,2.906525784272231,3.796306752148235,3.503041515021314,4.148658945839966,6.998289733777003,3.2852901747697065,4.507065301679145,6.133988250532646,4.240290503973599,5.707046745472768,4.7348458131040045,4.028597977882247,4.259740033343017,3.696721534544662,4.299001768987208,6.122157222611657,5.617014371034977
DFT_0,3.532369872674852,6.043227952383281,6.114173308958853,5.35003445984341,6.011775941072291,5.967916976426753,3.315193460844178,4.473541286442227,2.4952471389467723,5.714563005857721,4.014745005964837,2.5333545156643225,4.989246377706505,5.809506343588835,5.5162474934540215,5.399537954482906,5.402559908559294,5.83769657854592,5.450662841815136,3.764767724690757,5.387749432976109,3.9767795835850976,0.0,6.205073163655662,6.430494890371224,3.637424058470732,2.934333290728027,3.282219670004885,5.5404508183947705,6.505638688063873,5.728785071267982,6.1876018325991495,4.600240507227743,5.244179391674182,4.642414986930339,4.167965523435681,5.659698584910286,5.660831304685903,3.28256753108514,4.327539527061672,3.753010658325005,7.262419964937854,4.986154994937646,3.826895794039695,5.529672114145114,4.387335416174849,2.9435066876515736,3.211381086644744,6.457537771989381
EDI_0,5.501541813977472,4.772642378707307,4.325343694220257,2.6750828836662133,5.502387047806113,7.385638917447417,2.784227663079782,5.279398574980744,6.078855746136505,5.328653829768508,4.0598966591182,6.3208991517514,2.726751889848034,4.832022298730598,5.292107115854168,4.636114708835507,2.889866708932528,3.647207015887285,5.6975083227711085,4.245738622293002,5.565146821480585,6.699118430889762,6.205073163655662,0.0,4.8649705685132565,5.079650564074966,4.9217257737496265,4.975214257506347,4.462460642569151,4.461463104939181,5.043454974691135,5.130478456208796,6.990551278642917,3.0105739204418027,3.7972592240060736,6.3706712747805705,6.784104278517104,5.342839328118485,7.308875773106027,4.806025121113665,6.601320899650352,3.253630858341415,5.527835716495346,4.111813722440554,2.9198102509554067,4.267815081751101,7.561112925975997,6.571880356027916,6.255397675057332
EDI_4,7.029035050794652,6.529781206414143,7.949144982623962,6.378476137500223,6.3810728555762175,7.30839857070335,4.880368477748964,8.966639147535561,8.975020779745822,6.126017844767864,5.697103457904825,6.765623861991494,2.1121776658272418,7.087556879118367,6.0997672965111525,2.360109104748397,2.3586445212302163,4.64065050900585,5.323468732822478,5.927858297434033,6.52255512185328,7.297715825689257,6.430494890371224,4.8649705685132565,0.0,4.451521070249322,4.9003963810712206,4.206919111542365,4.328884210598559,3.9073505025998414,6.175734195090565,3.092282062689585,5.954077578600081,3.098994653614197,4.382776603059316,6.853033160564746,2.1759502057766675,5.139846023230852,8.248304033079219,3.060164159564227,6.98544645904701,4.583477120834079,4.093491831948875,2.89461319107078,3.0609429394141667,4.915563071861202,5.914895535246121,6.278582661820749,6.220940753057476
JBW_0,3.312959143881768,4.822392966284411,8.545905280242675,6.162372052762357,5.48604081520454,6.460198513320823,4.493965653687384,6.84288571055736,4.705870800118374,4.862225602731954,4.389516225087956,4.520845720479939,3.829453245957057,7.056531618194,5.374374774671754,3.4019465600999497,4.275461469798231,6.625406509572321,5.256726008637203,3.742927263990105,5.597301809849171,4.07720866189043,3.637424058470732,5.079650564074966,4.451521070249322,0.0,2.836479957526427,2.10241334492695,6.377591960639733,5.328730141683967,7.059219470955764,4.653244895590493,4.096941168380773,4.355562131274402,4.382306827240975,3.987415764140244,4.390757683008695,5.382474708656039,4.924148235410065,3.058100457500114,3.886540898591531,5.804563247156621,3.7891120452198623,3.168784840542814,4.555935307404056,2.740131493350682,2.732700980428634,4.386633174049692,8.080895409005578
JBW_4,2.463680631851677,4.298072218896299,7.407494879160137,4.859917864205115,3.8828921363212094,7.381206856861826,4.474872361886811,5.561463956902067,4.248541768566545,2.988183291657337,3.034047372865642,2.0199280323725977,1.478336693003907,5.000664977199187,4.049119449597607,4.421850958241563,4.261390716557352,5.002369139239299,5.181752337084082,4.636124798061384,4.138034262368125,3.4662823987238034,2.934333290728027,4.9217257737496265,4.9003963810712206,2.836479957526427,0.0,2.896990117204935,5.525249602605356,5.179179427930632,5.035137746397178,4.544510429780841,3.958620273234045,2.2162485474721594,2.344111861177128,2.05737819446845,4.9820171511515134,2.117414186808293,3.0506874917856788,2.684070288549484,1.828289449320233,5.90459602321401,3.2604524587802994,0.9580115563076004,3.067700627574299,5.079106300658646,2.1146580478446166,4.099960140956018,4.931413518557913
MVY_0,4.804209849704241,4.215146352214786,7.564829937865205,6.903160055285445,4.088851192383807,7.53417021909835,4.567826875159534,6.9691457449398655,6.017111034816286,4.436805880373911,4.044946320416758,4.599933690377713,3.578060870690976,6.066869403534093,4.575278517104938,4.436737482003773,4.53815749770959,4.67539328849505,4.700358593425692,4.441566982625163,5.4217858639827305,4.716654815650919,3.282219670004885,4.975214257506347,4.206919111542365,2.10241334492695,2.896990117204935,0.0,5.813259187233589,6.3967470113116205,7.074759123347586,4.817539185022712,4.266109205748706,4.347089411751061,3.643451505242618,4.81794289155907,4.995635304962925,4.7660393118147,4.673075802786927,4.448897869198972,4.65763271348774,6.626641494595164,3.390601817401363,3.382550765606944,4.502012737623587,4.426423727790798,4.361526009189887,5.713463824083384,7.550280907941548
MVY_4,5.055060696508981,6.238743144396263,5.254451596208498,4.054334335843032,6.9252247933469135,4.1116537591764,4.92174650946668,5.096363245297076,5.928022115151616,5.353533792195225,4.086890389590412,4.743748188306086,3.745492388534942,6.63274003183688,5.420402773881073,4.721449400807328,3.5891344158126524,5.247595486201491,5.2040908986474985,4.069628193409509,5.937352811897405,5.6194289045456,5.5404508183947705,4.462460642569151,4.328884210598559,6.377591960639733,5.525249602605356,5.813259187233589,0.0,3.606842004302506,4.259867640574769,5.110375340226903,5.932084312511806,4.475209572638506,4.768823774045607,4.864013250897741,5.244178239871674,5.495584133862009,4.690673243195967,4.225811298761284,4.68906325926807,3.2684945444993625,6.807349969613089,4.268803746789207,4.650182383319326,4.419033743765305,6.108524097599411,4.881642067820655,4.175944762993605
MVY_8,4.988753071665499,6.8115411269700825,5.167125548192121,4.931408522716302,7.35397882354729,4.162925587941429,5.305962747311104,4.470070511111656,6.203488580492909,6.046260577081648,4.72479417993979,4.848242846681594,3.392277644773508,4.653742377908024,6.741417317611203,3.6299766982270576,3.520368074116936,4.684031634557622,6.340598868431994,4.890911806308718,6.950460826680394,6.096298874013302,6.505638688063873,4.461463104939181,3.9073505025998414,5.328730141683967,5.179179427930632,6.3967470113116205,3.606842004302506,0.0,5.339720535879901,4.423441396339421,6.6465406484194025,3.425614452587782,4.818178184428897,4.267705989699543,4.643049642771029,6.153352464938031,5.421713361798527,2.6300295050318137,4.2416108515481445,2.2211112692693504,6.451861510041266,3.6642276669873537,3.899014595129005,5.419814172640329,6.515159744760365,5.398814652445462,3.956694829600817
NAB_0,3.989687828227888,5.281273653495597,4.893615320315333,5.4279488345104285,5.420366504703445,4.884193414989951,7.480452425576446,3.840858693199668,4.294368224140848,4.380767583263855,3.3073244519696545,4.472321839196167,5.1464102756635945,5.468268201224364,4.250717002412341,6.89205698320508,6.262542915268071,6.142810971060009,5.658841629233241,5.657296702753895,4.250717003585787,4.188874341879178,5.728785071267982,5.043454974691135,6.175734195090565,7.059219470955764,5.035137746397178,7.074759123347586,4.259867640574769,5.339720535879901,0.0,5.821218553484059,3.4124640879623227,5.15049724040415,4.094783434277972,4.424908475315856,5.923729157144204,4.604389030374145,4.401831742084324,4.958190836935287,4.497467471298049,4.532133447902914,7.492244451159524,5.111228888084495,5.397765482816791,5.587939821785942,5.339266704555634,5.102648998775325,4.493483044417505
NAB_1,5.997397475878943,5.026071375435552,7.344561269936044,5.370923893350118,5.389971345363535,7.179475314845445,3.745041140651908,7.605944076974874,7.010338352449324,5.485956043981843,4.654436485927932,4.840160150539581,3.147342251945009,5.587148077438238,5.102278126628288,3.759108637393464,2.88559443488503,3.942438062650029,5.22569424422692,5.864841174328039,6.393444353646962,6.19769726869762,6.1876018325991495,5.130478456208796,3.092282062689585,4.653244895590493,4.544510429780841,4.817539185022712,5.110375340226903,4.423441396339421,5.821218553484059,0.0,5.778509644380803,3.705101036060108,3.128260660027145,4.723495251576228,0.9328890842136875,4.298805581077387,6.117779790892262,3.828935645286401,5.0310002371051645,4.607133675632458,4.0875419134081294,3.36563945246074,3.7582020621874057,2.1870688846383164,6.3870639954214985,6.250440675147338,6.30890808925158
