,ABW_0,ACO_0,AFY_0,AFY_12,AFY_14,AFY_6,ATN_0,ATT_0,ATT_1,ATT_8,BCT_0,BIK_0,BIK_4,BRE_0,BRE_10,BRE_12,BRE_14,BRE_2,BRE_4,BRE_6,BRE_8,CAN_0,DFT_0,EDI_0,EDI_4,JBW_0,JBW_4,MVY_0,MVY_4,MVY_8,NAB_0,NAB_1,NPO_0,NSI_0,NSI_2,NSI_4,SBN_0,SBN_6,SFE_0,SFE_10,SFE_12,SFE_2,SFE_4,SFE_6,SFE_8,SOD_0,THO_0,THO_4,THO_8
NPO_0,5.0588545477386,3.735247281586563,6.763844988221518,7.178637398932801,3.897741867303052,6.319805730990279,6.513118328945443,5.280924368688556,5.791004809525675,3.967831308585811,2.6554681949094188,3.4051796081229884,4.952293091118022,5.981534300729514,4.487980653867435,5.503262565613068,6.178327709890644,6.24315084342759,4.293785065831623,6.033403770087448,4.940582609399747,2.906525784272231,4.600240507227743,6.990551278642917,5.954077578600081,4.096941168380773,3.958620273234045,4.266109205748706,5.932084312511806,6.6465406484194025,3.4124640879623227,5.778509644380803,0.0,5.067466266721211,3.424881047100379,3.7561572888735815,5.4639061922993895,4.574484527557439,3.7701649850599943,4.523767361665053,3.93821268573489,5.986037411566459,5.594808597167672,4.289970767218951,5.388067292936383,4.479527076896823,4.94689191134268,4.84647228482121,5.460965790479088
NSI_0,5.589501642000966,4.033033367664616,4.467434353983967,3.988101231209387,3.9767063492683214,5.637331480233904,4.196928759002443,4.095228174193308,5.686138169968154,3.020982474039491,2.645590322910975,3.4706455264037954,0.9229268188193896,2.30864656506672,4.420465332852375,1.9734705016572789,3.116162666874178,2.29424474526495,3.703665587579959,6.431713969556655,3.587241439698913,3.796306752148235,5.244179391674182,3.0105739204418027,3.098994653614197,4.355562131274402,2.2162485474721594,4.347089411751061,4.475209572638506,3.425614452587782,5.15049724040415,3.705101036060108,5.067466266721211,0.0,2.3240398737559187,3.1967150923197627,4.233302890646436,2.7985973934915807,4.857383025849524,2.717062171505259,3.2860905425355496,3.399830508785065,2.849764566780743,1.0735275806468003,0.3243834697954654,4.324646967479229,5.714625462978402,6.605240355119262,4.763770832702015
NSI_2,3.963110685739057,2.0272030145017,5.008288228419528,4.775201357579289,2.691524181690917,6.822804754271308,4.123984680305048,4.748971107062957,5.491729657881505,2.166362198169831,1.095155387947745,2.125075660340908,1.568797734401293,4.023774337108383,2.8205780917955856,4.596597271402499,3.095047546874381,4.0537222334708405,3.868788240274633,5.569707266610221,2.9720012804053493,3.503041515021314,4.642414986930339,3.7972592240060736,4.382776603059316,4.382306827240975,2.344111861177128,3.643451505242618,4.768823774045607,4.818178184428897,4.094783434277972,3.128260660027145,3.424881047100379,2.3240398737559187,0.0,3.034214446933364,4.198949556281447,2.251736029691509,3.4561602661810173,2.917383142993068,3.453516729569722,3.943833540787808,3.906305817426381,1.9924389800300488,2.7087171775482304,2.90391877849197,5.447036423527113,4.623608268822492,4.424770567744273
NSI_4,1.9491276165950315,4.709261339541163,6.358034873458726,4.744626184753771,4.746372349092949,4.901233788635184,5.1684297262085925,4.127428559580232,2.886837339545973,4.417337722562411,3.604581351324832,2.0865538659619087,3.587601783001535,4.320119869984911,5.091206759986757,4.594908298357241,4.38559394030301,5.570388946178471,5.178712727244565,4.810480770763968,5.174388271689907,4.148658945839966,4.167965523435681,6.3706712747805705,6.853033160564746,3.987415764140244,2.05737819446845,4.81794289155907,4.864013250897741,4.267705989699543,4.424908475315856,4.723495251576228,3.7561572888735815,3.1967150923197627,3.034214446933364,0.0,5.2256301535050325,4.512302167346542,1.4568483780903694,2.331614955504949,0.316166338326207,5.4177281423427575,4.615249755774104,2.285322589208621,4.243063207500311,4.926974463825259,3.4270032817980973,4.125925331898906,3.691995052771183
SBN_0,6.405633533601893,6.094335385094142,7.999705828083165,6.229023039635861,6.24931095261943,6.936800388170722,4.485202366264288,8.78763136900052,7.539643038002788,6.65259688902805,5.572575601851965,5.386460788299366,3.706524576058941,6.885402841541568,5.988869900186174,2.926053261646413,2.617352273901795,5.278591823780909,5.216719045709091,6.304757030669,7.366206012656061,6.998289733777003,5.659698584910286,6.784104278517104,2.1759502057766675,4.390757683008695,4.9820171511515134,4.995635304962925,5.244178239871674,4.643049642771029,5.923729157144204,0.9328890842136875,5.4639061922993895,4.233302890646436,4.198949556281447,5.2256301535050325,0.0,5.472852734931383,6.5641699338127415,3.6519743770764097,5.447094179146921,4.929025401858035,4.482978332479682,3.7804660791396927,4.339064360979892,3.53451457932455,5.20937845078639,5.106517483228743,6.103135389754645
SBN_6,4.64197458518126,3.1466218042423444,7.029243652407562,6.455099633759743,2.395127553044941,8.206633152894273,5.652193414247466,5.551675812298212,6.973326580653831,1.724910589354976,3.1464032667226456,4.237569047846922,2.101095422662451,5.023939706801016,2.708831626722367,5.112616884993353,4.791757195271108,5.0259800484065895,4.271553007965653,6.699110027319103,2.7092730669095464,3.2852901747697065,5.660831304685903,5.342839328118485,5.139846023230852,5.382474708656039,2.117414186808293,4.7660393118147,5.495584133862009,6.153352464938031,4.604389030374145,4.298805581077387,4.574484527557439,2.7985973934915807,2.251736029691509,4.512302167346542,5.472852734931383,0.0,5.030883392421408,5.850514804009363,4.358476281286199,5.941090346070542,3.611421716700239,2.3474167370626677,2.9735689567241512,4.85499112453532,4.845376001567924,7.009547432118052,5.185319638421558
SFE_0,2.846398138303826,5.465387551415562,6.855652726915811,5.820477417413853,5.817279299185904,4.666207757860887,5.831798713352391,3.667418411750385,2.654326944162877,5.028065532908189,3.400544614195815,1.25424062251987,4.926793253307864,5.106684862107664,5.679219056855462,6.514187716064168,5.447193098314408,6.341911935325735,5.396725265061968,4.489908377222336,4.927422818484148,4.507065301679145,3.28256753108514,7.308875773106027,8.248304033079219,4.924148235410065,3.0506874917856788,4.673075802786927,4.690673243195967,5.421713361798527,4.401831742084324,6.117779790892262,3.7701649850599943,4.857383025849524,3.4561602661810173,1.4568483780903694,6.5641699338127415,5.030883392421408,0.0,2.778038406883288,1.1218500821704689,5.875549295092081,5.425037656129658,3.699533824368773,5.722436358047741,5.882187896045992,3.848005508950085,3.139671735844511,4.314944139774976
SFE_10,3.490311812955684,6.5148091412307405,6.310307933473884,4.446132069367045,6.540336467330261,4.398573705980331,4.791121133309664,4.948148338377697,4.346064356854784,6.287194177896995,3.3504919592694566,2.2391367141737413,2.259300585153732,5.773842558895731,6.407916197802193,3.132548748918968,2.5152966085693067,4.909082430822447,5.90909039435833,4.400745653974018,6.356087982478948,6.133988250532646,4.327539527061672,4.806025121113665,3.060164159564227,3.058100457500114,2.684070288549484,4.448897869198972,4.225811298761284,2.6300295050318137,4.958190836935287,3.828935645286401,4.523767361665053,2.717062171505259,2.917383142993068,2.331614955504949,3.6519743770764097,5.850514804009363,2.778038406883288,0.0,2.4128651572824467,4.400835699097539,4.583627042988197,2.263367994509516,3.470273579992263,3.942778528484558,4.449433136001274,3.345402130970044,5.511704675846881
SFE_12,1.831598057031066,5.239397579675648,6.688834895667065,5.260730981249802,5.252618283374716,5.060046492720911,5.853538767445342,4.193134332355556,2.785042342206909,4.555158955281143,3.719015292157182,2.161924544039593,3.573941278354949,4.994061122961914,5.086586545984173,4.961231015059975,4.856391309153906,6.0221845653931805,4.993559428117368,4.3719315951304125,5.301329628352812,4.240290503973599,3.753010658325005,6.601320899650352,6.98544645904701,3.886540898591531,1.828289449320233,4.65763271348774,4.68906325926807,4.2416108515481445,4.497467471298049,5.0310002371051645,3.93821268573489,3.2860905425355496,3.453516729569722,0.316166338326207,5.447094179146921,4.358476281286199,1.1218500821704689,2.4128651572824467,0.0,5.239445832715382,4.417194487487501,2.4251527919436087,4.181597115685055,5.582222774917523,2.9566286388275644,3.7405381592888776,3.545397923384063
SFE_2,5.930478842402823,5.5114958460122505,3.6609887719775895,4.071424539720788,6.148698639553515,4.5693745415759865,5.251290306323936,5.368501813777668,6.371376686116445,5.466925112960187,4.043604982381504,5.900462783720461,3.916134345874116,5.023381314192967,5.566949847239908,3.237322267339632,3.559909382338929,4.473814981205053,5.545994153535038,5.29932856851886,5.4479301217430205,5.707046745472768,7.262419964937854,3.253630858341415,4.583477120834079,5.804563247156621,5.90459602321401,6.626641494595164,3.2684945444993625,2.2211112692693504,4.532133447902914,4.607133675632458,5.986037411566459,3.399830508785065,3.943833540787808,5.4177281423427575,4.929025401858035,5.941090346070542,5.875549295092081,4.400835699097539,5.239445832715382,0.0,6.677208627792136,4.770242795008637,3.371253423992449,3.347020855671752,7.186984434998669,5.484660247704252,4.631786969631271
SFE_4,5.435313345330829,3.4561423962963884,7.039296786321909,6.617240492123571,3.7108744290328417,8.905935262513703,4.061108731255505,7.311465251892272,6.362008587581318,3.8579252676244593,5.541719974885118,5.424114103711329,3.160225269592299,5.217844238364133,4.397859044222847,3.95517536528755,4.197104262303946,3.020656924455122,3.944427719012933,5.867877813313874,4.3978590446053785,4.7348458131040045,4.986154994937646,5.527835716495346,4.093491831948875,3.7891120452198623,3.2604524587802994,3.390601817401363,6.807349969613089,6.451861510041266,7.492244451159524,4.0875419134081294,5.594808597167672,2.849764566780743,3.906305817426381,4.615249755774104,4.482978332479682,3.611421716700239,5.425037656129658,4.583627042988197,4.417194487487501,6.677208627792136,0.0,2.749100441024863,2.872531965209906,4.02498059067706,5.220256766787658,7.533516602934835,8.628425161444259
SFE_6,3.3742345209144835,4.648465318031487,6.227344269839961,4.213908441126201,3.976576920361964,6.117171185102312,4.006582164218537,5.235357157433048,4.897647567105585,3.3290044696923973,2.906983357058724,2.265474662646181,0.9252669590199564,3.912852175595604,3.996445133949276,3.0598861155633825,3.1691639934875835,3.375641450668539,4.002856801090228,4.686181344859447,3.996445106135024,4.028597977882247,3.826895794039695,4.111813722440554,2.89461319107078,3.168784840542814,0.9580115563076004,3.382550765606944,4.268803746789207,3.6642276669873537,5.111228888084495,3.36563945246074,4.289970767218951,1.0735275806468003,1.9924389800300488,2.285322589208621,3.7804660791396927,2.3474167370626677,3.699533824368773,2.263367994509516,2.4251527919436087,4.770242795008637,2.749100441024863,0.0,1.8073354615733075,4.398804401364868,3.386304270941292,5.0129561782799845,4.978646146293353
SFE_8,5.754464177926119,4.17211256513928,4.424028062052985,4.2422730076345285,4.221268411339934,6.335661448913753,4.2354577543861165,4.726015797956976,6.177097884498573,3.169600813858507,3.2252571283653517,4.576903146940012,1.037932096407833,2.8101354007113843,4.415457552600092,2.1215778517303594,3.1293504607671614,2.157128374781379,3.983990971607747,6.479667039631244,3.871615134277493,4.259740033343017,5.529672114145114,2.9198102509554067,3.0609429394141667,4.555935307404056,3.067700627574299,4.502012737623587,4.650182383319326,3.899014595129005,5.397765482816791,3.7582020621874057,5.388067292936383,0.3243834697954654,2.7087171775482304,4.243063207500311,4.339064360979892,2.9735689567241512,5.722436358047741,3.470273579992263,4.181597115685055,3.371253423992449,2.872531965209906,1.8073354615733075,0.0,4.21911282789495,6.1913993236590334,7.037119891694172,5.688557188965873
SOD_0,4.622313754887131,3.756717134668182,5.599135020476226,4.567983313615443,4.579141896833567,5.322074436200468,2.0250479552065457,6.160149124308261,6.159773506462627,4.567267986899755,3.703345405046463,5.4399358936692375,4.393244553005342,5.979334448390762,3.7244135263755487,2.653644593245561,2.660663497661845,4.780381674838081,3.259394467668771,4.470734234726002,4.5705140591968085,3.696721534544662,4.387335416174849,4.267815081751101,4.915563071861202,2.740131493350682,5.079106300658646,4.426423727790798,4.419033743765305,5.419814172640329,5.587939821785942,2.1870688846383164,4.479527076896823,4.324646967479229,2.90391877849197,4.926974463825259,3.53451457932455,4.85499112453532,5.882187896045992,3.942778528484558,5.582222774917523,3.347020855671752,4.02498059067706,4.398804401364868,4.21911282789495,0.0,5.447339658224055,4.616332253200342,7.224011094726219
THO_0,2.142355967926576,5.700926095247423,8.997499778445434,7.236802083895405,5.832701216657983,7.891431379484541,6.1203753002104575,6.917746689779532,4.361059113011477,4.733575768875754,4.969471030654165,3.674266389840045,4.391973275487352,8.390124724356937,5.540744229533374,5.665778250449125,5.759555648696002,8.40397707182831,6.543011196859015,4.215221095747968,5.937201652937472,4.299001768987208,2.9435066876515736,7.561112925975997,5.914895535246121,2.732700980428634,2.1146580478446166,4.361526009189887,6.108524097599411,6.515159744760365,5.339266704555634,6.3870639954214985,4.94689191134268,5.714625462978402,5.447036423527113,3.4270032817980973,5.20937845078639,4.845376001567924,3.848005508950085,4.449433136001274,2.9566286388275644,7.186984434998669,5.220256766787658,3.386304270941292,6.1913993236590334,5.447339658224055,0.0,2.7587058495832992,5.954333360542701
THO_4,2.94771489835044,6.79206061755373,6.841028108572388,5.583139151726972,7.250042895232421,6.5700964661680485,6.006255421186284,5.425752569080309,3.6580005631132657,6.613936576522567,4.211011892869677,2.95187477601162,5.143001244028633,8.104336516599142,6.0344895221809045,6.059935697333412,4.364317257317902,8.52487791207753,7.534928845784709,4.626500416114927,6.177155241645902,6.122157222611657,3.211381086644744,6.571880356027916,6.278582661820749,4.386633174049692,4.099960140956018,5.713463824083384,4.881642067820655,5.398814652445462,5.102648998775325,6.250440675147338,4.84647228482121,6.605240355119262,4.623608268822492,4.125925331898906,5.106517483228743,7.009547432118052,3.139671735844511,3.345402130970044,3.7405381592888776,5.484660247704252,7.533516602934835,5.0129561782799845,7.037119891694172,4.616332253200342,2.7587058495832992,0.0,4.95358914693949
THO_8,4.747216438306746,6.595716032304066,6.487894179124699,6.448283035922997,6.447265185584801,6.480873793267645,9.055741104901651,3.530223814277829,5.693486096814181,5.860196756177177,4.125469801837144,3.515761648943089,5.012537069372542,4.687473738873913,5.52059753870587,6.253297156531687,6.120297568918638,7.1618977813819615,6.102929734998041,6.097990573224155,5.520597538865729,5.617014371034977,6.457537771989381,6.255397675057332,6.220940753057476,8.080895409005578,4.931413518557913,7.550280907941548,4.175944762993605,3.956694829600817,4.493483044417505,6.30890808925158,5.460965790479088,4.763770832702015,4.424770567744273,3.691995052771183,6.103135389754645,5.185319638421558,4.314944139774976,5.511704675846881,3.545397923384063,4.631786969631271,8.628425161444259,4.978646146293353,5.688557188965873,7.224011094726219,5.954333360542701,4.95358914693949,0.0
