,neighbor_num,isite,atom,x,y,z,front_index
0,0,21,Si1,0.0,0.0,0.0,
1,1,92,O1,-0.7614263489726827,-1.3111201298383857,-0.5394784056434943,0.0
2,1,84,O1,-0.7543423066790229,1.3171734360327967,-0.5382897582698521,0.0
3,1,124,O1,0.0,-8.942572142427095e-17,1.6088193123124208,0.0
4,1,68,O1,1.5182034910251985,3.86572453773568e-17,-0.5365825222212539,0.0
5,2,16,Si1,-0.9306226513260931,-2.9097832789070295,-0.4653718808781322,1.0
6,2,8,Si1,-1.7612403580652491,2.55368192050829,-0.3229749457220882,2.0
7,2,36,Si1,-0.8181531633469149,-0.2027157512733492,2.9795247230334745,3.0
8,2,4,Si1,2.890797165709232,-0.7746646410854049,-0.8643604607278147,4.0
9,3,121,O1,0.5130505930163294,-3.610724012714531,-0.5784613628321865,5.0
10,3,89,O1,-1.8665661008035974,-3.4062792223647103,-1.6783169239879625,5.0
11,3,65,O1,-1.6153838578992452,-3.314441084085175,0.9347055434078646,5.0
12,3,80,O1,-2.790720587172218,2.626627796567471,-1.5579180110479474,6.0
13,3,61,O1,-0.9157783504606332,3.9231167516288057,-0.24851143924678748,6.0
14,3,72,O1,-2.5793935214121633,2.3509661692349395,1.0477304649989647,6.0
15,3,130,O1,0.21132706576005433,-0.27566162733252936,4.214467788359333,7.0
16,3,136,O1,-1.8250512147331408,1.0337927332021446,3.194839535581238,7.0
17,3,105,O1,-1.6636151709515303,-1.5721505823938637,2.905061216558174,7.0
18,3,108,O1,2.560085216642344,-2.2247335005214124,-1.4774583121323874,8.0
19,3,55,O1,3.7416434777421146,0.07645443919218836,-1.9346771651697328,8.0
20,3,98,O1,3.7472455342097,-0.9441887658460619,0.4883210759001926,8.0
21,4,33,Si1,1.937834533599399,-3.7025432081907166,-1.32066184483657,9.0
22,4,13,Si1,-2.0585288732727975,-4.060709740860409,-3.135721595661252,10.0
23,4,1,Si1,-1.7675156128025282,-3.132342300258483,2.5269533385016736,11.0
24,4,9,Si1,-3.7917433750456135,3.5395437007263224,-2.426694707123881,12.0
25,4,29,Si1,-0.8118779086096366,5.483308469493421,0.129596438809713,13.0
26,4,41,Si1,-2.579393521412163,2.350966169234941,2.656549777311386,14.0
27,4,37,Si1,1.2123498536334503,-1.1885775314913818,5.0832444844352676,15.0
28,4,41,Si1,-2.579393521412163,2.350966169234941,2.656549777311386,16.0
29,4,1,Si1,-1.7675156128025282,-3.132342300258483,2.5269533385016736,17.0
30,4,33,Si1,1.937834533599399,-3.7025432081907166,-1.32066184483657,18.0
31,4,3,Si1,5.139989239723614,0.7848506697113284,-2.3044404595278882,19.0
32,4,5,Si1,4.917700000035377,-1.7587784394236172,1.2356293010970236,20.0
