,isite_i,isite_j,distance
184,4,39,1.9660255860204745
185,5,6,0.0
186,5,7,2.2431888366075987
187,5,8,1.4878273130543376
188,5,9,2.9168755647604807
189,5,10,2.916875564760481
190,5,11,1.4878273130543356
191,5,12,2.916875564760483
192,5,13,1.4878273130543356
193,5,14,1.4878273130543356
194,5,15,2.916875564760482
195,5,16,1.972868967224653
196,5,17,1.972868967224653
197,5,18,1.9728689672246529
198,5,19,1.972868967224652
199,5,20,0.0
200,5,21,2.2431888366075987
201,5,22,2.2431888366076
202,5,23,0.0
203,5,24,2.2431888366075987
204,5,25,0.0
205,5,26,0.0
206,5,27,2.243188836607599
207,5,28,1.4878273130543356
208,5,29,2.916875564760481
209,5,30,2.916875564760484
210,5,31,1.487827313054335
211,5,32,2.916875564760481
212,5,33,1.487827313054335
213,5,34,1.4878273130543376
214,5,35,2.91687556476048
215,5,36,1.9728689672246544
216,5,37,1.9728689672246544
217,5,38,1.972868967224653
218,5,39,1.9728689672246529
219,6,7,2.2438542190290285
220,6,8,1.5094096573539828
221,6,9,2.925308259843548
222,6,10,2.9253082598435487
223,6,11,1.5094096573539824
224,6,12,2.925308259843549
225,6,13,1.509409657353982
226,6,14,1.5094096573539832
227,6,15,2.925308259843548
228,6,16,1.9890739334080392
229,6,17,1.9890739334080405
230,6,18,1.9890739334080392
231,6,19,1.9890739334080405
232,6,20,0.0
233,6,21,2.2438542190290325
234,6,22,2.2438542190290285
235,6,23,0.0
236,6,24,2.243854219029029
237,6,25,0.0
238,6,26,0.0
239,6,27,2.243854219029028
240,6,28,1.509409657353984
241,6,29,2.925308259843548
242,6,30,2.9253082598435496
243,6,31,1.5094096573539837
244,6,32,2.9253082598435505
245,6,33,1.5094096573539832
246,6,34,1.5094096573539824
247,6,35,2.925308259843548
248,6,36,1.9890739334080407
249,6,37,1.989073933408047
250,6,38,1.989073933408042
251,6,39,1.9890739334080405
252,7,8,2.934004372347807
253,7,9,1.5104809689861711
254,7,10,1.510480968986172
255,7,11,2.9340043723478075
256,7,12,1.5104809689861722
257,7,13,2.934004372347807
258,7,14,2.9340043723478075
259,7,15,1.51048096898617
260,7,16,1.9660906585016016
261,7,17,1.966090658501598
262,7,18,1.9660906585015985
263,7,19,1.9660906585015967
264,7,20,2.242781684671504
265,7,21,0.0
266,7,22,0.0
267,7,23,2.242781684671501
268,7,24,0.0
269,7,25,2.2427816846715025
270,7,26,2.2427816846714985
271,7,27,0.0
272,7,28,2.934004372347808
273,7,29,1.510480968986173
274,7,30,1.5104809689861722
275,7,31,2.934004372347806
276,7,32,1.510480968986171
277,7,33,2.9340043723478053
278,7,34,2.934004372347806
279,7,35,1.510480968986171
280,7,36,1.966090658501598
281,7,37,1.966090658501596
282,7,38,1.9660906585016005
283,7,39,1.966090658501598
284,8,9,2.259549524382092
285,8,10,2.259549524382094
286,8,11,0.0
287,8,12,2.259549524382091
288,8,13,0.0
289,8,14,0.0
290,8,15,2.259549524382092
291,8,16,1.917147097612777
292,8,17,1.917147097612777
293,8,18,1.917147097612776
294,8,19,1.917147097612776
295,8,20,1.4835842062783833
296,8,21,2.9303790336899
297,8,22,2.9303790336899014
298,8,23,1.4835842062783842
299,8,24,2.9303790336899
300,8,25,1.4835842062783846
301,8,26,1.4835842062783793
302,8,27,2.930379033689901
303,8,28,0.0
304,8,29,2.259549524382092
305,8,30,2.2595495243820927
306,8,31,0.0
307,8,32,2.259549524382094
308,8,33,0.0
309,8,34,0.0
310,8,35,2.2595495243820936
311,8,36,1.917147097612777
312,8,37,1.917147097612777
313,8,38,1.917147097612777
314,8,39,1.917147097612777
315,9,10,0.0
316,9,11,2.257075140349925
317,9,12,0.0
318,9,13,2.257075140349922
319,9,14,2.257075140349924
320,9,15,0.0
321,9,16,1.8852147149694904
322,9,17,1.885214714969493
323,9,18,1.885214714969489
324,9,19,1.885214714969491
325,9,20,2.914211270542722
326,9,21,1.509409657353982
327,9,22,1.5094096573539828
328,9,23,2.914211270542722
329,9,24,1.509409657353983
330,9,25,2.914211270542727
331,9,26,2.9142112705427223
332,9,27,1.5094096573539824
333,9,28,2.2570751403499227
334,9,29,0.0
335,9,30,0.0
336,9,31,2.2570751403499227
337,9,32,0.0
338,9,33,2.2570751403499245
339,9,34,2.257075140349925
340,9,35,0.0
341,9,36,1.8852147149694871
342,9,37,1.885214714969488
343,9,38,1.8852147149694896
344,9,39,1.8852147149694904
345,10,11,2.2699951650645733
346,10,12,0.0
347,10,13,2.269995165064571
348,10,14,2.269995165064573
349,10,15,0.0
350,10,16,1.8810265990285773
351,10,17,1.8810265990285764
352,10,18,1.8810265990285764
353,10,19,1.8810265990285773
354,10,20,2.9175842187545684
355,10,21,1.4852865708160328
356,10,22,1.485286570816035
357,10,23,2.91758421875457
358,10,24,1.4852865708160332
359,10,25,2.917584218754574
360,10,26,2.9175842187545697
361,10,27,1.485286570816032
362,10,28,2.2699951650645733
363,10,29,0.0
364,10,30,0.0
365,10,31,2.2699951650645724
366,10,32,0.0
367,10,33,2.2699951650645755
368,10,34,2.269995165064575
369,10,35,0.0
370,10,36,1.8810265990285755
371,10,37,1.881026599028578
372,10,38,1.881026599028576
373,10,39,1.8810265990285764
374,11,12,2.2595495243820936
375,11,13,0.0
376,11,14,0.0
377,11,15,2.2595495243820927
378,11,16,1.917147097612773
379,11,17,1.9171470976127725
380,11,18,1.917147097612773
381,11,19,1.917147097612772
382,11,20,1.483584206278383
383,11,21,2.930379033689898
384,11,22,2.9303790336899
385,11,23,1.4835842062783846
386,11,24,2.930379033689897
387,11,25,1.483584206278385
388,11,26,1.4835842062783795
389,11,27,2.9303790336898987
390,11,28,0.0
391,11,29,2.259549524382092
392,11,30,2.2595495243820944
393,11,31,0.0
394,11,32,2.259549524382095
395,11,33,0.0
396,11,34,0.0
397,11,35,2.259549524382095
398,11,36,1.917147097612773
399,11,37,1.917147097612773
400,11,38,1.917147097612773
401,11,39,1.917147097612773
402,12,13,2.269995165064567
403,12,14,2.269995165064569
404,12,15,0.0
405,12,16,1.8810265990285773
406,12,17,1.8810265990285773
407,12,18,1.8810265990285768
408,12,19,1.881026599028577
409,12,20,2.9175842187545684
410,12,21,1.485286570816035
411,12,22,1.4852865708160374
412,12,23,2.91758421875457
413,12,24,1.485286570816036
414,12,25,2.917584218754574
415,12,26,2.91758421875457
416,12,27,1.4852865708160337
417,12,28,2.2699951650645693
418,12,29,0.0
419,12,30,0.0
420,12,31,2.269995165064569
421,12,32,0.0
422,12,33,2.26999516506457
423,12,34,2.269995165064571
424,12,35,0.0
425,12,36,1.881026599028576
426,12,37,1.8810265990285788
427,12,38,1.8810265990285764
428,12,39,1.881026599028576
429,13,14,0.0
430,13,15,2.249050361338876
431,13,16,1.8842179162794408
432,13,17,1.88421791627944
433,13,18,2.130920547241386
434,13,19,1.884217916279436
435,13,20,1.506740289219766
436,13,21,2.9253082598435443
437,13,22,2.925308259843547
438,13,23,1.506740289219766
439,13,24,2.925308259843546
440,13,25,1.5067402892197674
441,13,26,1.506740289219766
442,13,27,2.925308259843543
443,13,28,0.0
444,13,29,2.2490503613388766
445,13,30,2.2490503613388766
446,13,31,0.0
447,13,32,2.249050361338877
448,13,33,0.0
449,13,34,0.0
450,13,35,2.249050361338877
451,13,36,1.884217916279434
452,13,37,1.8842179162794297
453,13,38,1.8842179162794377
454,13,39,1.8842179162794364
455,14,15,2.2570751403499205
456,14,16,1.885214714969493
457,14,17,1.8852147149694904
458,14,18,1.885214714969491
459,14,19,1.885214714969489
460,14,20,1.5094096573539824
461,14,21,2.914211270542721
462,14,22,2.914211270542723
463,14,23,1.509409657353983
464,14,24,2.9142112705427228
465,14,25,1.509409657353985
466,14,26,1.5094096573539826
467,14,27,2.9142112705427228
468,14,28,0.0
469,14,29,2.257075140349922
470,14,30,2.2570751403499205
471,14,31,0.0
472,14,32,2.257075140349924
473,14,33,0.0
474,14,34,0.0
475,14,35,2.257075140349923
476,14,36,1.885214714969487
477,14,37,1.885214714969488
478,14,38,1.8852147149694924
479,14,39,1.885214714969484
480,15,16,1.9297659299826253
481,15,17,1.9297659299826249
482,15,18,1.9297659299826253
483,15,19,1.9297659299826253
484,15,20,2.9287470024647053
485,15,21,1.4874925431205497
486,15,22,1.4874925431205537
487,15,23,2.9287470024647058
488,15,24,1.4874925431205517
489,15,25,2.928747002464706
490,15,26,2.928747002464703
491,15,27,1.4874925431205548
492,15,28,2.249831723143297
493,15,29,0.0
494,15,30,0.0
495,15,31,2.2498317231432963
496,15,32,0.0
497,15,33,2.249831723143297
498,15,34,2.2498317231432954
499,15,35,0.0
500,15,36,1.9297659299826253
501,15,37,1.929765929982628
502,15,38,1.9297659299826244
503,15,39,1.929765929982626
504,16,17,0.0
505,16,18,0.0
506,16,19,0.0
507,16,20,1.9890739334080323
508,16,21,1.9890181561182545
509,16,22,1.98901815611826
510,16,23,1.9890739334080385
511,16,24,1.98901815611826
512,16,25,1.9890739334080387
513,16,26,1.9890739334080327
514,16,27,1.9890181561182525
515,16,28,1.890666891184929
516,16,29,1.88421791627944
517,16,30,1.884217916279441
518,16,31,1.8906668911849287
519,16,32,1.8842179162794424
520,16,33,1.8906668911849247
521,16,34,1.890666891184928
522,16,35,1.8842179162794384
523,16,36,0.0
524,16,37,0.0
525,16,38,0.0
526,16,39,0.0
527,17,18,0.0
528,17,19,0.0
529,17,20,1.962344922474784
530,17,21,1.9658232548885568
531,17,22,1.9658232548885604
532,17,23,1.9623449224747849
533,17,24,1.965823254888563
534,17,25,1.9623449224747909
535,17,26,1.9623449224747864
536,17,27,1.965823254888562
537,17,28,1.8810265990285768
538,17,29,1.873037091071028
539,17,30,1.8730370910710268
540,17,31,1.8810265990285784
541,17,32,1.8730370910710243
542,17,33,1.8810265990285744
543,17,34,1.8810265990285764
544,17,35,1.8730370910710228
545,17,36,0.0
546,17,37,0.0
547,17,38,0.0
548,17,39,0.0
549,18,19,0.0
550,18,20,1.9890739334080323
551,18,21,1.9890181561182545
552,18,22,1.9890181561182592
553,18,23,1.9890739334080387
554,18,24,1.98901815611826
555,18,25,1.9890739334080387
556,18,26,1.9890739334080327
557,18,27,1.9890181561182525
558,18,28,1.8906668911849267
559,18,29,1.8842179162794368
560,18,30,1.8842179162794384
561,18,31,1.8906668911849267
562,18,32,1.88421791627944
563,18,33,1.890666891184924
564,18,34,1.8906668911849256
565,18,35,1.8842179162794352
566,18,36,0.0
567,18,37,0.0
568,18,38,0.0
569,18,39,0.0
570,19,20,1.962344922474784
571,19,21,1.965823254888557
572,19,22,1.96582325488856
573,19,23,1.9623449224747849
574,19,24,1.965823254888562
575,19,25,1.9623449224747915
576,19,26,1.9623449224747864
577,19,27,1.9658232548885617
578,19,28,1.8810265990285773
579,19,29,1.873037091071027
580,19,30,1.873037091071026
581,19,31,1.8810265990285795
582,19,32,1.8730370910710232
583,19,33,1.8810265990285755
584,19,34,1.881026599028577
585,19,35,1.873037091071022
586,19,36,0.0
587,19,37,0.0
588,19,38,0.0
589,19,39,0.0
590,20,21,2.2427816846715043
591,20,22,2.2427816846715016
592,20,23,0.0
593,20,24,2.242781684671502
594,20,25,0.0
595,20,26,0.0
596,20,27,2.2427816846714994
597,20,28,1.510480968986173
598,20,29,2.934004372347808
599,20,30,2.934004372347809
600,20,31,1.5104809689861731
601,20,32,2.934004372347808
602,20,33,1.5104809689861716
603,20,34,1.5104809689861716
604,20,35,2.93400437234781
605,20,36,1.9660906585016031
606,20,37,1.9660906585016025
607,20,38,1.9660906585016045
608,20,39,1.966090658501604
609,21,22,0.0
610,21,23,2.242781684671502
611,21,24,0.0
612,21,25,2.2427816846715034
613,21,26,2.2427816846714994
614,21,27,0.0
615,21,28,2.9340043723478093
616,21,29,1.510480968986174
617,21,30,1.5104809689861731
618,21,31,2.934004372347806
619,21,32,1.510480968986172
620,21,33,2.934004372347807
621,21,34,2.934004372347808
622,21,35,1.5104809689861716
623,21,36,1.9660906585016016
624,21,37,1.9660906585016007
625,21,38,1.9660906585016045
626,21,39,1.9660906585016025
627,22,23,2.242781684671501
628,22,24,0.0
629,22,25,2.2427816846715025
630,22,26,2.242781684671498
631,22,27,0.0
632,22,28,2.9340043723478093
633,22,29,1.5104809689861742
634,22,30,1.510480968986174
635,22,31,2.9340043723478075
636,22,32,1.5104809689861722
637,22,33,2.9340043723478075
638,22,34,2.9340043723478093
639,22,35,1.510480968986172
640,22,36,1.9660906585016007
641,22,37,1.9660906585016
642,22,38,1.966090658501604
643,22,39,1.9660906585016007
644,23,24,2.2472128418978987
645,23,25,0.0
646,23,26,0.0
647,23,27,2.2472128418978983
648,23,28,1.4826722452724914
649,23,29,2.9175842187545697
650,23,30,2.9175842187545724
651,23,31,1.4826722452724903
652,23,32,2.91758421875457
653,23,33,1.4826722452724903
654,23,34,1.482672245272491
655,23,35,2.9175842187545697
656,23,36,1.96582325488856
657,23,37,1.965823254888559
658,23,38,1.96582325488856
659,23,39,1.965823254888557
660,24,25,2.248754111135257
661,24,26,2.248754111135257
662,24,27,0.0
663,24,28,2.9264016947550098
664,24,29,1.4823388988337038
665,24,30,1.4823388988337012
666,24,31,2.9264016947550093
667,24,32,1.4823388988336987
668,24,33,2.9264016947550084
669,24,34,2.9264016947550093
670,24,35,1.4823388988336983
671,24,36,1.9872447114514653
672,24,37,1.9872447114514689
673,24,38,1.9872447114514664
674,24,39,1.9872447114514613
675,25,26,0.0
676,25,27,2.243188836607601
677,25,28,1.4878273130543338
678,25,29,2.916875564760481
679,25,30,2.9168755647604825
680,25,31,1.4878273130543331
681,25,32,2.916875564760481
682,25,33,1.4878273130543334
683,25,34,1.487827313054336
684,25,35,2.91687556476048
685,25,36,1.9728689672246549
686,25,37,1.972868967224653
687,25,38,1.9728689672246544
688,25,39,1.9728689672246529
689,26,27,2.242781684671498
690,26,28,1.5104809689861722
691,26,29,2.9340043723478075
692,26,30,2.9340043723478075
693,26,31,1.5104809689861725
694,26,32,2.934004372347806
695,26,33,1.5104809689861711
696,26,34,1.510480968986171
697,26,35,2.934004372347809
698,26,36,1.9660906585016005
699,26,37,1.966090658501599
700,26,38,1.9660906585016016
701,26,39,1.9660906585016005
702,27,28,2.926401694755007
703,27,29,1.4823388988336996
704,27,30,1.4823388988336978
705,27,31,2.926401694755008
706,27,32,1.4823388988336954
707,27,33,2.926401694755006
708,27,34,2.926401694755007
709,27,35,1.4823388988336943
710,27,36,1.9872447114514595
711,27,37,1.9872447114514629
712,27,38,1.98724471145146
713,27,39,1.987244711451455
714,28,29,2.2570751403499223
715,28,30,2.257075140349922
716,28,31,0.0
717,28,32,2.2570751403499245
718,28,33,0.0
719,28,34,0.0
720,28,35,2.2570751403499245
721,28,36,1.8852147149694896
722,28,37,1.88521471496949
723,28,38,1.885214714969495
724,28,39,1.885214714969486
725,29,30,0.0
726,29,31,2.2699951650645698
727,29,32,0.0
728,29,33,2.269995165064572
729,29,34,2.2699951650645724
730,29,35,0.0
731,29,36,1.881026599028577
732,29,37,1.88102659902858
733,29,38,1.8810265990285773
734,29,39,1.8810265990285773
735,30,31,2.2570751403499223
736,30,32,0.0
737,30,33,2.257075140349923
738,30,34,2.2570751403499245
739,30,35,0.0
740,30,36,1.8852147149694896
741,30,37,1.8852147149694904
742,30,38,1.8852147149694929
743,30,39,1.8852147149694929
744,31,32,2.249050361338879
745,31,33,0.0
746,31,34,0.0
747,31,35,2.249050361338879
748,31,36,1.884217916279437
749,31,37,1.8842179162794324
750,31,38,1.88421791627944
751,31,39,1.8842179162794384
752,32,33,2.259549524382096
753,32,34,2.259549524382094
754,32,35,0.0
755,32,36,1.9171470976127745
756,32,37,1.9171470976127745
757,32,38,1.9171470976127745
758,32,39,1.9171470976127745
759,33,34,0.0
760,33,35,2.269995165064576
761,33,36,1.881026599028576
762,33,37,1.8810265990285755
763,33,38,1.881026599028576
764,33,39,1.881026599028573
765,34,35,2.2570751403499254
766,34,36,1.885214714969489
767,34,37,1.885214714969489
768,34,38,1.8852147149694944
769,34,39,1.885214714969485
770,35,36,1.8810265990285755
771,35,37,1.8810265990285773
772,35,38,1.8810265990285755
773,35,39,1.8810265990285755
774,36,37,0.0
775,36,38,0.0
776,36,39,0.0
777,37,38,0.0
778,37,39,0.0
779,38,39,0.0
